,path,emotion
2596,data/training\Actor_03\03-02-05-01-02-01-03_angry.wav,angry
2597,data/training\Actor_03\03-02-05-01-02-02-03_angry.wav,angry
2598,data/training\Actor_03\03-02-05-02-01-01-03_angry.wav,angry
2599,data/training\Actor_03\03-02-05-02-01-02-03_angry.wav,angry
2600,data/training\Actor_03\03-02-05-02-02-01-03_angry.wav,angry
2601,data/training\Actor_03\03-02-05-02-02-02-03_angry.wav,angry
2602,data/training\Actor_03\03_01_01_01_dogs-sitting_angry.wav,angry
2603,data/training\Actor_03\03_01_01_01_kids-talking_angry.wav,angry
2604,data/training\Actor_03\03_01_01_02_dogs-sitting_angry.wav,angry
2605,data/training\Actor_03\03_01_01_02_kids-talking_angry.wav,angry
2606,data/training\Actor_03\03_01_02_01_dogs-sitting_angry.wav,angry
2607,data/training\Actor_03\03_01_02_01_kids-talking_angry.wav,angry
2608,data/training\Actor_03\03_01_02_02_dogs-sitting_angry.wav,angry
2609,data/training\Actor_03\03_01_02_02_kids-talking_angry.wav,angry
2610,data/training\Actor_03\03_02_01_01_dogs-sitting_angry.wav,angry
2611,data/training\Actor_03\03_02_01_01_kids-talking_angry.wav,angry
2612,data/training\Actor_03\03_02_01_02_dogs-sitting_angry.wav,angry
2613,data/training\Actor_03\03_02_01_02_kids-talking_angry.wav,angry
2614,data/training\Actor_03\03_02_02_01_dogs-sitting_angry.wav,angry
2615,data/training\Actor_03\03_02_02_01_kids-talking_angry.wav,angry
2616,data/training\Actor_03\03_02_02_02_dogs-sitting_angry.wav,angry
2617,data/training\Actor_03\03_02_02_02_kids-talking_angry.wav,angry
2618,data/training\Actor_04\03-02-05-01-01-01-04_angry.wav,angry
2619,data/training\Actor_04\03-02-05-01-01-02-04_angry.wav,angry
2620,data/training\Actor_04\03-02-05-01-02-01-04_angry.wav,angry
2621,data/training\Actor_04\03-02-05-01-02-02-04_angry.wav,angry
2622,data/training\Actor_04\03-02-05-02-01-01-04_angry.wav,angry
2623,data/training\Actor_04\03-02-05-02-01-02-04_angry.wav,angry
2624,data/training\Actor_04\03-02-05-02-02-01-04_angry.wav,angry
2625,data/training\Actor_04\03-02-05-02-02-02-04_angry.wav,angry
2626,data/training\Actor_04\04_01_01_01_dogs-sitting_angry.wav,angry
2627,data/training\Actor_04\04_01_01_01_kids-talking_angry.wav,angry
2628,data/training\Actor_04\04_01_01_02_dogs-sitting_angry.wav,angry
2629,data/training\Actor_04\04_01_01_02_kids-talking_angry.wav,angry
2630,data/training\Actor_04\04_01_02_01_dogs-sitting_angry.wav,angry
2631,data/training\Actor_04\04_01_02_01_kids-talking_angry.wav,angry
2632,data/training\Actor_04\04_01_02_02_dogs-sitting_angry.wav,angry
2633,data/training\Actor_04\04_01_02_02_kids-talking_angry.wav,angry
2634,data/training\Actor_04\04_02_01_01_dogs-sitting_angry.wav,angry
2635,data/training\Actor_04\04_02_01_01_kids-talking_angry.wav,angry
2636,data/training\Actor_04\04_02_01_02_dogs-sitting_angry.wav,angry
2637,data/training\Actor_04\04_02_01_02_kids-talking_angry.wav,angry
2638,data/training\Actor_04\04_02_02_01_dogs-sitting_angry.wav,angry
2639,data/training\Actor_04\04_02_02_01_kids-talking_angry.wav,angry
2640,data/training\Actor_04\04_02_02_02_dogs-sitting_angry.wav,angry
2641,data/training\Actor_04\04_02_02_02_kids-talking_angry.wav,angry
2642,data/training\Actor_05\03-02-05-01-01-01-05_angry.wav,angry
2643,data/training\Actor_05\03-02-05-01-01-02-05_angry.wav,angry
2644,data/training\Actor_05\03-02-05-01-02-01-05_angry.wav,angry
2645,data/training\Actor_05\03-02-05-01-02-02-05_angry.wav,angry
2646,data/training\Actor_05\03-02-05-02-01-01-05_angry.wav,angry
2647,data/training\Actor_05\03-02-05-02-01-02-05_angry.wav,angry
2648,data/training\Actor_05\03-02-05-02-02-01-05_angry.wav,angry
2649,data/training\Actor_05\03-02-05-02-02-02-05_angry.wav,angry
2650,data/training\Actor_05\05_01_01_01_dogs-sitting_angry.wav,angry
2651,data/training\Actor_05\05_01_01_01_kids-talking_angry.wav,angry
2652,data/training\Actor_05\05_01_01_02_dogs-sitting_angry.wav,angry
2653,data/training\Actor_05\05_01_01_02_kids-talking_angry.wav,angry
2654,data/training\Actor_05\05_01_02_01_dogs-sitting_angry.wav,angry
2655,data/training\Actor_05\05_01_02_01_kids-talking_angry.wav,angry
2656,data/training\Actor_05\05_01_02_02_dogs-sitting_angry.wav,angry
2657,data/training\Actor_05\05_01_02_02_kids-talking_angry.wav,angry
2658,data/training\Actor_05\05_02_01_01_dogs-sitting_angry.wav,angry
2659,data/training\Actor_05\05_02_01_01_kids-talking_angry.wav,angry
2660,data/training\Actor_05\05_02_01_02_dogs-sitting_angry.wav,angry
2661,data/training\Actor_05\05_02_01_02_kids-talking_angry.wav,angry
2662,data/training\Actor_05\05_02_02_01_dogs-sitting_angry.wav,angry
2663,data/training\Actor_05\05_02_02_01_kids-talking_angry.wav,angry
2664,data/training\Actor_05\05_02_02_02_dogs-sitting_angry.wav,angry
2665,data/training\Actor_05\05_02_02_02_kids-talking_angry.wav,angry
2666,data/training\Actor_06\03-02-05-01-01-01-06_angry.wav,angry
2667,data/training\Actor_06\03-02-05-01-01-02-06_angry.wav,angry
2668,data/training\Actor_06\03-02-05-01-02-01-06_angry.wav,angry
2669,data/training\Actor_06\03-02-05-01-02-02-06_angry.wav,angry
2670,data/training\Actor_06\03-02-05-02-01-01-06_angry.wav,angry
2671,data/training\Actor_06\03-02-05-02-01-02-06_angry.wav,angry
2672,data/training\Actor_06\03-02-05-02-02-01-06_angry.wav,angry
2673,data/training\Actor_06\03-02-05-02-02-02-06_angry.wav,angry
2674,data/training\Actor_06\06_01_01_01_dogs-sitting_angry.wav,angry
2675,data/training\Actor_06\06_01_01_01_kids-talking_angry.wav,angry
2676,data/training\Actor_06\06_01_01_02_dogs-sitting_angry.wav,angry
2677,data/training\Actor_06\06_01_01_02_kids-talking_angry.wav,angry
2678,data/training\Actor_06\06_01_02_01_dogs-sitting_angry.wav,angry
2679,data/training\Actor_06\06_01_02_01_kids-talking_angry.wav,angry
2680,data/training\Actor_06\06_01_02_02_dogs-sitting_angry.wav,angry
2681,data/training\Actor_06\06_01_02_02_kids-talking_angry.wav,angry
2682,data/training\Actor_06\06_02_01_01_dogs-sitting_angry.wav,angry
2683,data/training\Actor_06\06_02_01_01_kids-talking_angry.wav,angry
2684,data/training\Actor_06\06_02_01_02_dogs-sitting_angry.wav,angry
2685,data/training\Actor_06\06_02_01_02_kids-talking_angry.wav,angry
2686,data/training\Actor_06\06_02_02_01_dogs-sitting_angry.wav,angry
2687,data/training\Actor_06\06_02_02_01_kids-talking_angry.wav,angry
2688,data/training\Actor_06\06_02_02_02_dogs-sitting_angry.wav,angry
2689,data/training\Actor_06\06_02_02_02_kids-talking_angry.wav,angry
2690,data/training\Actor_07\07_01_01_01_dogs-sitting_angry.wav,angry
2691,data/training\Actor_07\07_01_01_01_kids-talking_angry.wav,angry
2692,data/training\Actor_07\07_01_01_02_dogs-sitting_angry.wav,angry
2693,data/training\Actor_07\07_01_01_02_kids-talking_angry.wav,angry
2694,data/training\Actor_07\07_01_02_01_dogs-sitting_angry.wav,angry
2695,data/training\Actor_07\07_01_02_01_kids-talking_angry.wav,angry
2696,data/training\Actor_07\07_01_02_02_dogs-sitting_angry.wav,angry
2697,data/training\Actor_07\07_01_02_02_kids-talking_angry.wav,angry
2698,data/training\Actor_07\07_02_01_01_dogs-sitting_angry.wav,angry
2699,data/training\Actor_07\07_02_01_01_kids-talking_angry.wav,angry
2700,data/training\Actor_07\07_02_01_02_dogs-sitting_angry.wav,angry
2701,data/training\Actor_07\07_02_01_02_kids-talking_angry.wav,angry
2702,data/training\Actor_07\07_02_02_01_dogs-sitting_angry.wav,angry
2703,data/training\Actor_07\07_02_02_01_kids-talking_angry.wav,angry
2704,data/training\Actor_07\07_02_02_02_dogs-sitting_angry.wav,angry
2705,data/training\Actor_07\07_02_02_02_kids-talking_angry.wav,angry
2706,data/training\Actor_08\08_01_01_01_dogs-sitting_angry.wav,angry
2707,data/training\Actor_08\08_01_01_01_kids-talking_angry.wav,angry
2708,data/training\Actor_08\08_01_01_02_dogs-sitting_angry.wav,angry
2709,data/training\Actor_08\08_01_01_02_kids-talking_angry.wav,angry
2710,data/training\Actor_08\08_01_02_01_dogs-sitting_angry.wav,angry
2711,data/training\Actor_08\08_01_02_01_kids-talking_angry.wav,angry
2712,data/training\Actor_08\08_01_02_02_dogs-sitting_angry.wav,angry
2713,data/training\Actor_08\08_01_02_02_kids-talking_angry.wav,angry
2714,data/training\Actor_08\08_02_01_01_dogs-sitting_angry.wav,angry
2715,data/training\Actor_08\08_02_01_01_kids-talking_angry.wav,angry
2716,data/training\Actor_08\08_02_01_02_dogs-sitting_angry.wav,angry
2717,data/training\Actor_08\08_02_01_02_kids-talking_angry.wav,angry
2718,data/training\Actor_08\08_02_02_01_dogs-sitting_angry.wav,angry
2719,data/training\Actor_08\08_02_02_01_kids-talking_angry.wav,angry
2720,data/training\Actor_08\08_02_02_02_dogs-sitting_angry.wav,angry
2721,data/training\Actor_08\08_02_02_02_kids-talking_angry.wav,angry
2722,data/training\Actor_09\09_01_01_01_dogs-sitting_angry.wav,angry
2723,data/training\Actor_09\09_01_01_01_kids-talking_angry.wav,angry
2724,data/training\Actor_09\09_01_01_02_dogs-sitting_angry.wav,angry
2725,data/training\Actor_09\09_01_01_02_kids-talking_angry.wav,angry
2726,data/training\Actor_09\09_01_02_01_dogs-sitting_angry.wav,angry
2727,data/training\Actor_09\09_01_02_01_kids-talking_angry.wav,angry
2728,data/training\Actor_09\09_01_02_02_dogs-sitting_angry.wav,angry
2729,data/training\Actor_09\09_01_02_02_kids-talking_angry.wav,angry
2730,data/training\Actor_09\09_02_01_01_dogs-sitting_angry.wav,angry
2731,data/training\Actor_09\09_02_01_01_kids-talking_angry.wav,angry
2732,data/training\Actor_09\09_02_01_02_dogs-sitting_angry.wav,angry
2733,data/training\Actor_09\09_02_01_02_kids-talking_angry.wav,angry
2734,data/training\Actor_09\09_02_02_01_dogs-sitting_angry.wav,angry
2735,data/training\Actor_09\09_02_02_01_kids-talking_angry.wav,angry
2736,data/training\Actor_09\09_02_02_02_dogs-sitting_angry.wav,angry
2737,data/training\Actor_09\09_02_02_02_kids-talking_angry.wav,angry
2738,data/training\Actor_10\10_01_01_01_dogs-sitting_angry.wav,angry
2739,data/training\Actor_10\10_01_01_01_kids-talking_angry.wav,angry
2740,data/training\Actor_10\10_01_01_02_dogs-sitting_angry.wav,angry
2741,data/training\Actor_10\10_01_01_02_kids-talking_angry.wav,angry
2742,data/training\Actor_10\10_01_02_01_dogs-sitting_angry.wav,angry
2743,data/training\Actor_10\10_01_02_01_kids-talking_angry.wav,angry
2744,data/training\Actor_10\10_01_02_02_dogs-sitting_angry.wav,angry
2745,data/training\Actor_10\10_01_02_02_kids-talking_angry.wav,angry
2746,data/training\Actor_10\10_02_01_01_dogs-sitting_angry.wav,angry
2747,data/training\Actor_10\10_02_01_01_kids-talking_angry.wav,angry
2748,data/training\Actor_10\10_02_01_02_dogs-sitting_angry.wav,angry
2749,data/training\Actor_10\10_02_01_02_kids-talking_angry.wav,angry
2750,data/training\Actor_10\10_02_02_01_dogs-sitting_angry.wav,angry
2751,data/training\Actor_10\10_02_02_01_kids-talking_angry.wav,angry
2752,data/training\Actor_10\10_02_02_02_dogs-sitting_angry.wav,angry
2753,data/training\Actor_10\10_02_02_02_kids-talking_angry.wav,angry
2754,data/training\Actor_11\03-02-05-01-01-01-11_angry.wav,angry
2755,data/training\Actor_11\03-02-05-01-01-02-11_angry.wav,angry
2756,data/training\Actor_11\03-02-05-01-02-01-11_angry.wav,angry
2757,data/training\Actor_11\03-02-05-01-02-02-11_angry.wav,angry
2758,data/training\Actor_11\03-02-05-02-01-01-11_angry.wav,angry
2759,data/training\Actor_11\03-02-05-02-01-02-11_angry.wav,angry
2760,data/training\Actor_11\03-02-05-02-02-01-11_angry.wav,angry
2761,data/training\Actor_11\03-02-05-02-02-02-11_angry.wav,angry
2762,data/training\Actor_11\11_01_01_01_dogs-sitting_angry.wav,angry
2763,data/training\Actor_11\11_01_01_01_kids-talking_angry.wav,angry
2764,data/training\Actor_11\11_01_01_02_dogs-sitting_angry.wav,angry
2765,data/training\Actor_11\11_01_01_02_kids-talking_angry.wav,angry
2766,data/training\Actor_11\11_01_02_01_dogs-sitting_angry.wav,angry
2767,data/training\Actor_11\11_01_02_01_kids-talking_angry.wav,angry
2768,data/training\Actor_11\11_01_02_02_dogs-sitting_angry.wav,angry
2769,data/training\Actor_11\11_01_02_02_kids-talking_angry.wav,angry
2770,data/training\Actor_11\11_02_01_01_dogs-sitting_angry.wav,angry
2771,data/training\Actor_11\11_02_01_01_kids-talking_angry.wav,angry
2772,data/training\Actor_11\11_02_01_02_dogs-sitting_angry.wav,angry
2773,data/training\Actor_11\11_02_01_02_kids-talking_angry.wav,angry
2774,data/training\Actor_11\11_02_02_01_dogs-sitting_angry.wav,angry
2775,data/training\Actor_11\11_02_02_01_kids-talking_angry.wav,angry
2776,data/training\Actor_11\11_02_02_02_dogs-sitting_angry.wav,angry
2777,data/training\Actor_11\11_02_02_02_kids-talking_angry.wav,angry
2778,data/training\Actor_12\03-02-05-01-01-01-12_angry.wav,angry
2779,data/training\Actor_12\03-02-05-01-01-02-12_angry.wav,angry
2780,data/training\Actor_12\03-02-05-01-02-01-12_angry.wav,angry
2781,data/training\Actor_12\03-02-05-01-02-02-12_angry.wav,angry
2782,data/training\Actor_12\03-02-05-02-01-01-12_angry.wav,angry
2783,data/training\Actor_12\03-02-05-02-01-02-12_angry.wav,angry
2784,data/training\Actor_12\03-02-05-02-02-01-12_angry.wav,angry
2785,data/training\Actor_12\03-02-05-02-02-02-12_angry.wav,angry
2786,data/training\Actor_12\12_01_01_01_dogs-sitting_angry.wav,angry
2787,data/training\Actor_12\12_01_01_01_kids-talking_angry.wav,angry
2788,data/training\Actor_12\12_01_01_02_dogs-sitting_angry.wav,angry
2789,data/training\Actor_12\12_01_01_02_kids-talking_angry.wav,angry
2790,data/training\Actor_12\12_01_02_01_dogs-sitting_angry.wav,angry
2791,data/training\Actor_12\12_01_02_01_kids-talking_angry.wav,angry
2792,data/training\Actor_12\12_01_02_02_dogs-sitting_angry.wav,angry
2793,data/training\Actor_12\12_01_02_02_kids-talking_angry.wav,angry
2794,data/training\Actor_12\12_02_01_01_dogs-sitting_angry.wav,angry
2795,data/training\Actor_12\12_02_01_01_kids-talking_angry.wav,angry
2796,data/training\Actor_12\12_02_01_02_dogs-sitting_angry.wav,angry
2797,data/training\Actor_12\12_02_01_02_kids-talking_angry.wav,angry
2798,data/training\Actor_12\12_02_02_01_dogs-sitting_angry.wav,angry
2799,data/training\Actor_12\12_02_02_01_kids-talking_angry.wav,angry
2800,data/training\Actor_12\12_02_02_02_dogs-sitting_angry.wav,angry
2801,data/training\Actor_12\12_02_02_02_kids-talking_angry.wav,angry
2802,data/training\Actor_13\03-02-05-01-01-01-13_angry.wav,angry
2803,data/training\Actor_13\03-02-05-01-01-02-13_angry.wav,angry
2804,data/training\Actor_13\03-02-05-01-02-01-13_angry.wav,angry
2805,data/training\Actor_13\03-02-05-01-02-02-13_angry.wav,angry
2806,data/training\Actor_13\03-02-05-02-01-01-13_angry.wav,angry
2807,data/training\Actor_13\03-02-05-02-01-02-13_angry.wav,angry
2808,data/training\Actor_13\03-02-05-02-02-01-13_angry.wav,angry
2809,data/training\Actor_13\03-02-05-02-02-02-13_angry.wav,angry
2810,data/training\Actor_13\13_01_01_01_dogs-sitting_angry.wav,angry
2811,data/training\Actor_13\13_01_01_01_kids-talking_angry.wav,angry
2812,data/training\Actor_13\13_01_01_02_dogs-sitting_angry.wav,angry
2813,data/training\Actor_13\13_01_01_02_kids-talking_angry.wav,angry
2814,data/training\Actor_13\13_01_02_01_dogs-sitting_angry.wav,angry
2815,data/training\Actor_13\13_01_02_01_kids-talking_angry.wav,angry
2816,data/training\Actor_13\13_01_02_02_dogs-sitting_angry.wav,angry
2817,data/training\Actor_13\13_01_02_02_kids-talking_angry.wav,angry
2818,data/training\Actor_13\13_02_01_01_dogs-sitting_angry.wav,angry
2819,data/training\Actor_13\13_02_01_01_kids-talking_angry.wav,angry
2820,data/training\Actor_13\13_02_01_02_dogs-sitting_angry.wav,angry
2821,data/training\Actor_13\13_02_01_02_kids-talking_angry.wav,angry
2822,data/training\Actor_13\13_02_02_01_dogs-sitting_angry.wav,angry
2823,data/training\Actor_13\13_02_02_01_kids-talking_angry.wav,angry
2824,data/training\Actor_13\13_02_02_02_dogs-sitting_angry.wav,angry
2825,data/training\Actor_13\13_02_02_02_kids-talking_angry.wav,angry
2826,data/training\Actor_14\03-02-05-01-01-01-14_angry.wav,angry
2827,data/training\Actor_14\03-02-05-01-01-02-14_angry.wav,angry
2828,data/training\Actor_14\03-02-05-01-02-01-14_angry.wav,angry
2829,data/training\Actor_14\03-02-05-01-02-02-14_angry.wav,angry
2830,data/training\Actor_14\03-02-05-02-01-01-14_angry.wav,angry
2831,data/training\Actor_14\03-02-05-02-01-02-14_angry.wav,angry
2832,data/training\Actor_14\03-02-05-02-02-01-14_angry.wav,angry
2833,data/training\Actor_14\03-02-05-02-02-02-14_angry.wav,angry
2834,data/training\Actor_14\14_02_01_01_dogs-sitting_angry.wav,angry
2835,data/training\Actor_14\14_02_01_01_kids-talking_angry.wav,angry
2836,data/training\Actor_14\14_02_01_02_dogs-sitting_angry.wav,angry
2837,data/training\Actor_14\14_02_01_02_kids-talking_angry.wav,angry
2838,data/training\Actor_14\14_02_02_01_dogs-sitting_angry.wav,angry
2839,data/training\Actor_14\14_02_02_01_kids-talking_angry.wav,angry
2840,data/training\Actor_14\14_02_02_02_dogs-sitting_angry.wav,angry
2841,data/training\Actor_14\14_02_02_02_kids-talking_angry.wav,angry
2842,data/training\Actor_15\03-02-05-01-01-01-15_angry.wav,angry
2843,data/training\Actor_15\03-02-05-01-01-02-15_angry.wav,angry
2844,data/training\Actor_15\03-02-05-01-02-01-15_angry.wav,angry
2845,data/training\Actor_15\03-02-05-01-02-02-15_angry.wav,angry
2846,data/training\Actor_15\03-02-05-02-01-01-15_angry.wav,angry
2847,data/training\Actor_15\03-02-05-02-01-02-15_angry.wav,angry
2848,data/training\Actor_15\03-02-05-02-02-01-15_angry.wav,angry
2849,data/training\Actor_15\03-02-05-02-02-02-15_angry.wav,angry
2850,data/training\Actor_15\15_02_01_01_dogs-sitting_angry.wav,angry
2851,data/training\Actor_15\15_02_01_01_kids-talking_angry.wav,angry
2852,data/training\Actor_15\15_02_01_02_dogs-sitting_angry.wav,angry
2853,data/training\Actor_15\15_02_01_02_kids-talking_angry.wav,angry
2854,data/training\Actor_15\15_02_02_01_dogs-sitting_angry.wav,angry
2855,data/training\Actor_15\15_02_02_01_kids-talking_angry.wav,angry
2856,data/training\Actor_15\15_02_02_02_dogs-sitting_angry.wav,angry
2857,data/training\Actor_15\15_02_02_02_kids-talking_angry.wav,angry
2858,data/training\Actor_16\03-02-05-01-01-01-16_angry.wav,angry
2859,data/training\Actor_16\03-02-05-01-01-02-16_angry.wav,angry
2860,data/training\Actor_16\03-02-05-01-02-01-16_angry.wav,angry
2861,data/training\Actor_16\03-02-05-01-02-02-16_angry.wav,angry
2862,data/training\Actor_16\03-02-05-02-01-01-16_angry.wav,angry
2863,data/training\Actor_16\03-02-05-02-01-02-16_angry.wav,angry
2864,data/training\Actor_16\03-02-05-02-02-01-16_angry.wav,angry
2865,data/training\Actor_16\03-02-05-02-02-02-16_angry.wav,angry
2866,data/training\Actor_16\16_02_01_01_dogs-sitting_angry.wav,angry
2867,data/training\Actor_16\16_02_01_01_kids-talking_angry.wav,angry
2868,data/training\Actor_16\16_02_01_02_dogs-sitting_angry.wav,angry
2869,data/training\Actor_16\16_02_01_02_kids-talking_angry.wav,angry
2870,data/training\Actor_16\16_02_02_01_dogs-sitting_angry.wav,angry
2871,data/training\Actor_16\16_02_02_01_kids-talking_angry.wav,angry
2872,data/training\Actor_16\16_02_02_02_dogs-sitting_angry.wav,angry
2873,data/training\Actor_16\16_02_02_02_kids-talking_angry.wav,angry
2874,data/training\Actor_17\03-02-05-01-01-01-17_angry.wav,angry
2875,data/training\Actor_17\03-02-05-01-01-02-17_angry.wav,angry
2876,data/training\Actor_17\03-02-05-01-02-01-17_angry.wav,angry
2877,data/training\Actor_17\03-02-05-01-02-02-17_angry.wav,angry
2878,data/training\Actor_17\03-02-05-02-01-01-17_angry.wav,angry
2879,data/training\Actor_17\03-02-05-02-01-02-17_angry.wav,angry
2880,data/training\Actor_17\03-02-05-02-02-01-17_angry.wav,angry
2881,data/training\Actor_17\03-02-05-02-02-02-17_angry.wav,angry
2882,data/training\Actor_17\17_02_01_01_dogs-sitting_angry.wav,angry
2883,data/training\Actor_17\17_02_01_01_kids-talking_angry.wav,angry
2884,data/training\Actor_17\17_02_01_02_dogs-sitting_angry.wav,angry
2885,data/training\Actor_17\17_02_01_02_kids-talking_angry.wav,angry
2886,data/training\Actor_17\17_02_02_01_dogs-sitting_angry.wav,angry
2887,data/training\Actor_17\17_02_02_01_kids-talking_angry.wav,angry
2888,data/training\Actor_17\17_02_02_02_dogs-sitting_angry.wav,angry
2889,data/training\Actor_17\17_02_02_02_kids-talking_angry.wav,angry
2890,data/training\Actor_18\18_01_01_01_dogs-sitting_angry.wav,angry
2891,data/training\Actor_18\18_01_01_01_kids-talking_angry.wav,angry
2892,data/training\Actor_18\18_01_01_02_dogs-sitting_angry.wav,angry
2893,data/training\Actor_18\18_01_01_02_kids-talking_angry.wav,angry
2894,data/training\Actor_18\18_01_02_01_dogs-sitting_angry.wav,angry
2895,data/training\Actor_18\18_01_02_01_kids-talking_angry.wav,angry
2896,data/training\Actor_18\18_01_02_02_dogs-sitting_angry.wav,angry
2897,data/training\Actor_18\18_01_02_02_kids-talking_angry.wav,angry
2898,data/training\Actor_19\03-02-05-01-01-01-19_angry.wav,angry
2899,data/training\Actor_19\03-02-05-01-01-02-19_angry.wav,angry
2900,data/training\Actor_19\03-02-05-01-02-01-19_angry.wav,angry
2901,data/training\Actor_19\03-02-05-01-02-02-19_angry.wav,angry
2902,data/training\Actor_19\03-02-05-02-01-01-19_angry.wav,angry
2903,data/training\Actor_19\03-02-05-02-01-02-19_angry.wav,angry
2904,data/training\Actor_19\03-02-05-02-02-01-19_angry.wav,angry
2905,data/training\Actor_19\03-02-05-02-02-02-19_angry.wav,angry
2906,data/training\Actor_19\19_01_01_01_dogs-sitting_angry.wav,angry
2907,data/training\Actor_19\19_01_01_01_kids-talking_angry.wav,angry
2908,data/training\Actor_19\19_01_01_02_dogs-sitting_angry.wav,angry
2909,data/training\Actor_19\19_01_01_02_kids-talking_angry.wav,angry
2910,data/training\Actor_19\19_01_02_01_dogs-sitting_angry.wav,angry
2911,data/training\Actor_19\19_01_02_01_kids-talking_angry.wav,angry
2912,data/training\Actor_19\19_01_02_02_dogs-sitting_angry.wav,angry
2913,data/training\Actor_19\19_01_02_02_kids-talking_angry.wav,angry
2914,data/training\Actor_19\19_02_01_01_dogs-sitting_angry.wav,angry
2915,data/training\Actor_19\19_02_01_01_kids-talking_angry.wav,angry
2916,data/training\Actor_19\19_02_01_02_dogs-sitting_angry.wav,angry
2917,data/training\Actor_19\19_02_01_02_kids-talking_angry.wav,angry
2918,data/training\Actor_19\19_02_02_01_dogs-sitting_angry.wav,angry
2919,data/training\Actor_19\19_02_02_01_kids-talking_angry.wav,angry
2920,data/training\Actor_19\19_02_02_02_dogs-sitting_angry.wav,angry
2921,data/training\Actor_19\19_02_02_02_kids-talking_angry.wav,angry
2922,data/training\Actor_20\03-02-05-01-01-01-20_angry.wav,angry
2923,data/training\Actor_20\03-02-05-01-01-02-20_angry.wav,angry
2924,data/training\Actor_20\03-02-05-01-02-01-20_angry.wav,angry
2925,data/training\Actor_20\03-02-05-01-02-02-20_angry.wav,angry
2926,data/training\Actor_20\03-02-05-02-01-01-20_angry.wav,angry
2927,data/training\Actor_20\03-02-05-02-01-02-20_angry.wav,angry
2928,data/training\Actor_20\03-02-05-02-02-01-20_angry.wav,angry
2929,data/training\Actor_20\03-02-05-02-02-02-20_angry.wav,angry
2930,data/training\Actor_20\20_01_01_01_dogs-sitting_angry.wav,angry
2931,data/training\Actor_20\20_01_01_01_kids-talking_angry.wav,angry
2932,data/training\Actor_20\20_01_01_02_dogs-sitting_angry.wav,angry
2933,data/training\Actor_20\20_01_01_02_kids-talking_angry.wav,angry
2934,data/training\Actor_20\20_01_02_01_dogs-sitting_angry.wav,angry
2935,data/training\Actor_20\20_01_02_01_kids-talking_angry.wav,angry
2936,data/training\Actor_20\20_01_02_02_dogs-sitting_angry.wav,angry
2937,data/training\Actor_20\20_01_02_02_kids-talking_angry.wav,angry
2938,data/training\Actor_21\03-02-05-01-01-01-21_angry.wav,angry
2939,data/training\Actor_21\03-02-05-01-01-02-21_angry.wav,angry
2940,data/training\Actor_21\03-02-05-01-02-01-21_angry.wav,angry
2941,data/training\Actor_21\03-02-05-01-02-02-21_angry.wav,angry
2942,data/training\Actor_21\03-02-05-02-01-01-21_angry.wav,angry
2943,data/training\Actor_21\03-02-05-02-01-02-21_angry.wav,angry
2944,data/training\Actor_21\03-02-05-02-02-01-21_angry.wav,angry
2945,data/training\Actor_21\03-02-05-02-02-02-21_angry.wav,angry
2946,data/training\Actor_21\21_01_01_01_dogs-sitting_angry.wav,angry
2947,data/training\Actor_21\21_01_01_01_kids-talking_angry.wav,angry
2948,data/training\Actor_21\21_01_01_02_dogs-sitting_angry.wav,angry
2949,data/training\Actor_21\21_01_01_02_kids-talking_angry.wav,angry
2950,data/training\Actor_21\21_01_02_01_dogs-sitting_angry.wav,angry
2951,data/training\Actor_21\21_01_02_01_kids-talking_angry.wav,angry
2952,data/training\Actor_21\21_01_02_02_dogs-sitting_angry.wav,angry
2953,data/training\Actor_21\21_01_02_02_kids-talking_angry.wav,angry
2954,data/training\Actor_22\03-02-05-01-01-01-22_angry.wav,angry
2955,data/training\Actor_22\03-02-05-01-01-02-22_angry.wav,angry
2956,data/training\Actor_22\03-02-05-01-02-01-22_angry.wav,angry
2957,data/training\Actor_22\03-02-05-01-02-02-22_angry.wav,angry
2958,data/training\Actor_22\03-02-05-02-01-01-22_angry.wav,angry
2959,data/training\Actor_22\03-02-05-02-01-02-22_angry.wav,angry
2960,data/training\Actor_22\03-02-05-02-02-01-22_angry.wav,angry
2961,data/training\Actor_22\03-02-05-02-02-02-22_angry.wav,angry
2962,data/training\Actor_22\22_01_01_01_dogs-sitting_angry.wav,angry
2963,data/training\Actor_22\22_01_01_01_kids-talking_angry.wav,angry
2964,data/training\Actor_22\22_01_01_02_dogs-sitting_angry.wav,angry
2965,data/training\Actor_22\22_01_01_02_kids-talking_angry.wav,angry
2966,data/training\Actor_22\22_01_02_01_dogs-sitting_angry.wav,angry
2967,data/training\Actor_22\22_01_02_01_kids-talking_angry.wav,angry
2968,data/training\Actor_22\22_01_02_02_dogs-sitting_angry.wav,angry
2969,data/training\Actor_22\22_01_02_02_kids-talking_angry.wav,angry
2970,data/training\Actor_23\03-02-05-01-01-01-23_angry.wav,angry
2971,data/training\Actor_23\03-02-05-01-01-02-23_angry.wav,angry
2972,data/training\Actor_23\03-02-05-01-02-01-23_angry.wav,angry
2973,data/training\Actor_23\03-02-05-01-02-02-23_angry.wav,angry
2974,data/training\Actor_23\03-02-05-02-01-01-23_angry.wav,angry
2975,data/training\Actor_23\03-02-05-02-01-02-23_angry.wav,angry
2976,data/training\Actor_23\03-02-05-02-02-01-23_angry.wav,angry
